B_final,mu_eq,nu_eq,omega_n,y0,v0,tmax,dt,m2_q,m3_q,Uc_q
0.513853500957,0.000999042187179,9.99042187179e-07,6.46101237045,0.5,0,40,0.01,0.179192049383,0.253215762752,0.423310818883
